sample_id	verdict	label_vcf	bam_dn	bam_dt	bam_rt	set_number
PRJNA298376_4196	PASS	/t9k/mnt/hdd/work/Vax/pipeline/rnadnavar/examples/seq2neo/output_reconsensus/PRJNA298376_4196/rescue/PRJNA298376_4196DT_vs_PRJNA298376_4196DN_rescued_PRJNA298376_4196RT_realign_vs_PRJNA298376_4196DN/PRJNA298376_4196DT_vs_PRJNA298376_4196DN_rescued_PRJNA298376_4196RT_realign_vs_PRJNA298376_4196DN.filtered.vcf.stripped.vcf.gz	/t9k/mnt/WorkSpace/data/ngs/xuzhenyu/work/seq2neo/output/PRJNA298376_4196/preprocessing/mapped/PRJNA298376_4196DN/PRJNA298376_4196DN.sorted.bam	/t9k/mnt/WorkSpace/data/ngs/xuzhenyu/work/seq2neo/output/PRJNA298376_4196/preprocessing/mapped/PRJNA298376_4196DT/PRJNA298376_4196DT.sorted.bam	/t9k/mnt/WorkSpace/data/ngs/xuzhenyu/work/seq2neo/output/PRJNA298376_4196/preprocessing/mapped/PRJNA298376_4196RT/PRJNA298376_4196RT.bam	2
PRJNA298376_4200	PASS	/t9k/mnt/hdd/work/Vax/pipeline/rnadnavar/examples/seq2neo/output_reconsensus/PRJNA298376_4200/rescue/PRJNA298376_4200DT_vs_PRJNA298376_4200DN_rescued_PRJNA298376_4200RT_realign_vs_PRJNA298376_4200DN/PRJNA298376_4200DT_vs_PRJNA298376_4200DN_rescued_PRJNA298376_4200RT_realign_vs_PRJNA298376_4200DN.filtered.vcf.stripped.vcf.gz	/t9k/mnt/WorkSpace/data/ngs/liuxin/seq2neo/output_1/PRJNA298376_4200/preprocessing/mapped/PRJNA298376_4200DN/PRJNA298376_4200DN.sorted.bam	/t9k/mnt/WorkSpace/data/ngs/liuxin/seq2neo/output_1/PRJNA298376_4200/preprocessing/mapped/PRJNA298376_4200DT/PRJNA298376_4200DT.sorted.bam	/t9k/mnt/WorkSpace/data/ngs/liuxin/seq2neo/output_1/PRJNA298376_4200/preprocessing/mapped/PRJNA298376_4200RT/PRJNA298376_4200RT.bam	3
PRJNA298376_4203	PASS	/t9k/mnt/hdd/work/Vax/pipeline/rnadnavar/examples/seq2neo/output_reconsensus/PRJNA298376_4203/rescue/PRJNA298376_4203DT_vs_PRJNA298376_4203DN_rescued_PRJNA298376_4203RT_realign_vs_PRJNA298376_4203DN/PRJNA298376_4203DT_vs_PRJNA298376_4203DN_rescued_PRJNA298376_4203RT_realign_vs_PRJNA298376_4203DN.filtered.vcf.stripped.vcf.gz	/t9k/mnt/WorkSpace/data/ngs/liuxin/seq2neo/output_1/PRJNA298376_4203/preprocessing/mapped/PRJNA298376_4203DN/PRJNA298376_4203DN.sorted.bam	/t9k/mnt/WorkSpace/data/ngs/liuxin/seq2neo/output_1/PRJNA298376_4203/preprocessing/mapped/PRJNA298376_4203DT/PRJNA298376_4203DT.sorted.bam	/t9k/mnt/WorkSpace/data/ngs/liuxin/seq2neo/output_1/PRJNA298376_4203/preprocessing/mapped/PRJNA298376_4203RT/PRJNA298376_4203RT.bam	3
PRJNA298376_4207	PASS	/t9k/mnt/hdd/work/Vax/pipeline/rnadnavar/examples/seq2neo/output_reconsensus/PRJNA298376_4207/rescue/4207DT_vs_4207DN_rescued_4207RT_realign_vs_4207DN/4207DT_vs_4207DN_rescued_4207RT_realign_vs_4207DN.filtered.vcf.stripped.vcf.gz	/t9k/mnt/WorkSpace/data/ngs/zhanlingmin/Rnadnavar/output/4207_rnadnavar/preprocessing/mapped/4207DN/4207DN.sorted.bam	/t9k/mnt/WorkSpace/data/ngs/zhanlingmin/Rnadnavar/output/4207_rnadnavar/preprocessing/mapped/4207DT/4207DT.sorted.bam	/t9k/mnt/WorkSpace/data/ngs/zhanlingmin/Rnadnavar/output/4207_rnadnavar/preprocessing/mapped/4207RT/4207RT.bam	1
PRJNA298376_4214	PASS	/t9k/mnt/hdd/work/Vax/pipeline/rnadnavar/examples/seq2neo/output_reconsensus/PRJNA298376_4214/rescue/PRJNA298376_4214DT_vs_PRJNA298376_4214DN_rescued_PRJNA298376_4214RT_realign_vs_PRJNA298376_4214DN/PRJNA298376_4214DT_vs_PRJNA298376_4214DN_rescued_PRJNA298376_4214RT_realign_vs_PRJNA298376_4214DN.filtered.vcf.stripped.vcf.gz	/t9k/mnt/WorkSpace/data/ngs/liuxin/seq2neo/output_1/PRJNA298376_4214/preprocessing/mapped/PRJNA298376_4214DN/PRJNA298376_4214DN.sorted.bam	/t9k/mnt/WorkSpace/data/ngs/liuxin/seq2neo/output_1/PRJNA298376_4214/preprocessing/mapped/PRJNA298376_4214DT/PRJNA298376_4214DT.sorted.bam	/t9k/mnt/WorkSpace/data/ngs/liuxin/seq2neo/output_1/PRJNA298376_4214/preprocessing/mapped/PRJNA298376_4214RT/PRJNA298376_4214RT.bam	4
PRJNA298376_4220	PASS	/t9k/mnt/hdd/work/Vax/pipeline/rnadnavar/examples/seq2neo/output_reconsensus/PRJNA298376_4220/rescue/PRJNA298376_4220DT_vs_PRJNA298376_4220DN_rescued_PRJNA298376_4220RT_realign_vs_PRJNA298376_4220DN/PRJNA298376_4220DT_vs_PRJNA298376_4220DN_rescued_PRJNA298376_4220RT_realign_vs_PRJNA298376_4220DN.filtered.vcf.stripped.vcf.gz	/t9k/mnt/WorkSpace/data/ngs/liuxin/seq2neo/output_1/PRJNA298376_4220/preprocessing/mapped/PRJNA298376_4220DN/PRJNA298376_4220DN.sorted.bam	/t9k/mnt/WorkSpace/data/ngs/liuxin/seq2neo/output_1/PRJNA298376_4220/preprocessing/mapped/PRJNA298376_4220DT/PRJNA298376_4220DT.sorted.bam	/t9k/mnt/WorkSpace/data/ngs/liuxin/seq2neo/output_1/PRJNA298376_4220/preprocessing/mapped/PRJNA298376_4220RT/PRJNA298376_4220RT.bam	3
PRJNA298376_4228	PASS	/t9k/mnt/hdd/work/Vax/pipeline/rnadnavar/examples/seq2neo/output_reconsensus/PRJNA298376_4228/rescue/PRJNA298376_4228DT_vs_PRJNA298376_4228DN_rescued_PRJNA298376_4228RT_realign_vs_PRJNA298376_4228DN/PRJNA298376_4228DT_vs_PRJNA298376_4228DN_rescued_PRJNA298376_4228RT_realign_vs_PRJNA298376_4228DN.filtered.vcf.stripped.vcf.gz	/t9k/mnt/WorkSpace/data/ngs/xuzhenyu/work/seq2neo/output/PRJNA298376_4228/preprocessing/mapped/PRJNA298376_4228DN/PRJNA298376_4228DN.sorted.bam	/t9k/mnt/WorkSpace/data/ngs/xuzhenyu/work/seq2neo/output/PRJNA298376_4228/preprocessing/mapped/PRJNA298376_4228DT/PRJNA298376_4228DT.sorted.bam	/t9k/mnt/WorkSpace/data/ngs/xuzhenyu/work/seq2neo/output/PRJNA298376_4228/preprocessing/mapped/PRJNA298376_4228RT/PRJNA298376_4228RT.bam	2
PRJNA298376_4231	PASS	/t9k/mnt/hdd/work/Vax/pipeline/rnadnavar/examples/seq2neo/output_reconsensus/PRJNA298376_4231/rescue/PRJNA298376_4231DT_vs_PRJNA298376_4231DN_rescued_PRJNA298376_4231RT_realign_vs_PRJNA298376_4231DN/PRJNA298376_4231DT_vs_PRJNA298376_4231DN_rescued_PRJNA298376_4231RT_realign_vs_PRJNA298376_4231DN.filtered.vcf.stripped.vcf.gz	/t9k/mnt/WorkSpace/data/ngs/liuxin/seq2neo/output_1/PRJNA298376_4231/preprocessing/mapped/PRJNA298376_4231DN/PRJNA298376_4231DN.sorted.bam	/t9k/mnt/WorkSpace/data/ngs/liuxin/seq2neo/output_1/PRJNA298376_4231/preprocessing/mapped/PRJNA298376_4231DT/PRJNA298376_4231DT.sorted.bam	/t9k/mnt/WorkSpace/data/ngs/liuxin/seq2neo/output_1/PRJNA298376_4231/preprocessing/mapped/PRJNA298376_4231RT/PRJNA298376_4231RT.bam	3
PRJNA298376_4232	WARN	/t9k/mnt/hdd/work/Vax/pipeline/rnadnavar/examples/seq2neo/runs/label_qc/cohort66_apply/cleaned_vcf/PRJNA298376_4232.bgz.vcf.gz	/t9k/mnt/WorkSpace/data/ngs/zhanlingmin/Rnadnavar/output/4232_rnadnavar/preprocessing/mapped/4232DN/4232DN.sorted.bam	/t9k/mnt/WorkSpace/data/ngs/zhanlingmin/Rnadnavar/output/4232_rnadnavar/preprocessing/mapped/4232DT/4232DT.sorted.bam	/t9k/mnt/WorkSpace/data/ngs/zhanlingmin/Rnadnavar/output/4232_rnadnavar/preprocessing/mapped/4232RT/4232RT.bam	1
PRJNA298376_4236	PASS	/t9k/mnt/hdd/work/Vax/pipeline/rnadnavar/examples/seq2neo/output_reconsensus/PRJNA298376_4236/rescue/PRJNA298376_4236DT_vs_PRJNA298376_4236DN_rescued_PRJNA298376_4236RT_realign_vs_PRJNA298376_4236DN/PRJNA298376_4236DT_vs_PRJNA298376_4236DN_rescued_PRJNA298376_4236RT_realign_vs_PRJNA298376_4236DN.filtered.vcf.stripped.vcf.gz	/t9k/mnt/WorkSpace/data/ngs/xuzhenyu/work/seq2neo/output/PRJNA298376_4236/preprocessing/mapped/PRJNA298376_4236DN/PRJNA298376_4236DN.sorted.bam	/t9k/mnt/WorkSpace/data/ngs/xuzhenyu/work/seq2neo/output/PRJNA298376_4236/preprocessing/mapped/PRJNA298376_4236DT/PRJNA298376_4236DT.sorted.bam	/t9k/mnt/WorkSpace/data/ngs/xuzhenyu/work/seq2neo/output/PRJNA298376_4236/preprocessing/mapped/PRJNA298376_4236RT/PRJNA298376_4236RT.bam	2
PRJNA298376_4239	PASS	/t9k/mnt/hdd/work/Vax/pipeline/rnadnavar/examples/seq2neo/output_reconsensus/PRJNA298376_4239/rescue/PRJNA298376_4239DT_vs_PRJNA298376_4239DN_rescued_PRJNA298376_4239RT_realign_vs_PRJNA298376_4239DN/PRJNA298376_4239DT_vs_PRJNA298376_4239DN_rescued_PRJNA298376_4239RT_realign_vs_PRJNA298376_4239DN.filtered.vcf.stripped.vcf.gz	/t9k/mnt/WorkSpace/data/ngs/liuxin/seq2neo/output_1/PRJNA298376_4239/preprocessing/mapped/PRJNA298376_4239DN/PRJNA298376_4239DN.sorted.bam	/t9k/mnt/WorkSpace/data/ngs/liuxin/seq2neo/output_1/PRJNA298376_4239/preprocessing/mapped/PRJNA298376_4239DT/PRJNA298376_4239DT.sorted.bam	/t9k/mnt/WorkSpace/data/ngs/liuxin/seq2neo/output_1/PRJNA298376_4239/preprocessing/mapped/PRJNA298376_4239RT/PRJNA298376_4239RT.bam	4
PRJNA298376_4242	PASS	/t9k/mnt/hdd/work/Vax/pipeline/rnadnavar/examples/seq2neo/output_reconsensus/PRJNA298376_4242/rescue/PRJNA298376_4242DT_vs_PRJNA298376_4242DN_rescued_PRJNA298376_4242RT_realign_vs_PRJNA298376_4242DN/PRJNA298376_4242DT_vs_PRJNA298376_4242DN_rescued_PRJNA298376_4242RT_realign_vs_PRJNA298376_4242DN.filtered.vcf.stripped.vcf.gz	/t9k/mnt/WorkSpace/data/ngs/liuxin/seq2neo/output_1/PRJNA298376_4242/preprocessing/mapped/PRJNA298376_4242DN/PRJNA298376_4242DN.sorted.bam	/t9k/mnt/WorkSpace/data/ngs/liuxin/seq2neo/output_1/PRJNA298376_4242/preprocessing/mapped/PRJNA298376_4242DT/PRJNA298376_4242DT.sorted.bam	/t9k/mnt/WorkSpace/data/ngs/liuxin/seq2neo/output_1/PRJNA298376_4242/preprocessing/mapped/PRJNA298376_4242RT/PRJNA298376_4242RT.bam	4
PRJNA298376_4245	PASS	/t9k/mnt/hdd/work/Vax/pipeline/rnadnavar/examples/seq2neo/output_reconsensus/PRJNA298376_4245/rescue/PRJNA298376_4245DT_vs_PRJNA298376_4245DN_rescued_PRJNA298376_4245RT_realign_vs_PRJNA298376_4245DN/PRJNA298376_4245DT_vs_PRJNA298376_4245DN_rescued_PRJNA298376_4245RT_realign_vs_PRJNA298376_4245DN.filtered.vcf.stripped.vcf.gz	/t9k/mnt/WorkSpace/data/ngs/xuzhenyu/work/seq2neo/output/PRJNA298376_4245/preprocessing/mapped/PRJNA298376_4245DN/PRJNA298376_4245DN.sorted.bam	/t9k/mnt/WorkSpace/data/ngs/xuzhenyu/work/seq2neo/output/PRJNA298376_4245/preprocessing/mapped/PRJNA298376_4245DT/PRJNA298376_4245DT.sorted.bam	/t9k/mnt/WorkSpace/data/ngs/xuzhenyu/work/seq2neo/output/PRJNA298376_4245/preprocessing/mapped/PRJNA298376_4245RT/PRJNA298376_4245RT.bam	2
PRJNA298376_4246	PASS	/t9k/mnt/hdd/work/Vax/pipeline/rnadnavar/examples/seq2neo/output_reconsensus/PRJNA298376_4246/rescue/PRJNA298376_4246DT_vs_PRJNA298376_4246DN_rescued_PRJNA298376_4246RT_realign_vs_PRJNA298376_4246DN/PRJNA298376_4246DT_vs_PRJNA298376_4246DN_rescued_PRJNA298376_4246RT_realign_vs_PRJNA298376_4246DN.filtered.vcf.stripped.vcf.gz	/t9k/mnt/WorkSpace/data/ngs/xuzhenyu/work/seq2neo/output/PRJNA298376_4246/preprocessing/mapped/PRJNA298376_4246DN/PRJNA298376_4246DN.sorted.bam	/t9k/mnt/WorkSpace/data/ngs/xuzhenyu/work/seq2neo/output/PRJNA298376_4246/preprocessing/mapped/PRJNA298376_4246DT/PRJNA298376_4246DT.sorted.bam	/t9k/mnt/WorkSpace/data/ngs/xuzhenyu/work/seq2neo/output/PRJNA298376_4246/preprocessing/mapped/PRJNA298376_4246RT/PRJNA298376_4246RT.bam	2
PRJNA298376_4247	PASS	/t9k/mnt/hdd/work/Vax/pipeline/rnadnavar/examples/seq2neo/output_reconsensus/PRJNA298376_4247/rescue/PRJNA298376_4247DT_vs_PRJNA298376_4247DN_rescued_PRJNA298376_4247RT_realign_vs_PRJNA298376_4247DN/PRJNA298376_4247DT_vs_PRJNA298376_4247DN_rescued_PRJNA298376_4247RT_realign_vs_PRJNA298376_4247DN.filtered.vcf.stripped.vcf.gz	/t9k/mnt/WorkSpace/data/ngs/liuxin/seq2neo/output_1/PRJNA298376_4247/preprocessing/mapped/PRJNA298376_4247DN/PRJNA298376_4247DN.sorted.bam	/t9k/mnt/WorkSpace/data/ngs/liuxin/seq2neo/output_1/PRJNA298376_4247/preprocessing/mapped/PRJNA298376_4247DT/PRJNA298376_4247DT.sorted.bam	/t9k/mnt/WorkSpace/data/ngs/liuxin/seq2neo/output_1/PRJNA298376_4247/preprocessing/mapped/PRJNA298376_4247RT/PRJNA298376_4247RT.bam	4
PRJNA298376_4252	PASS	/t9k/mnt/hdd/work/Vax/pipeline/rnadnavar/examples/seq2neo/output_reconsensus/PRJNA298376_4252/rescue/4252DT_vs_4252DN_rescued_4252RT_realign_vs_4252DN/4252DT_vs_4252DN_rescued_4252RT_realign_vs_4252DN.filtered.vcf.stripped.vcf.gz	/t9k/mnt/WorkSpace/data/ngs/zhanlingmin/Rnadnavar/output/4252_rnadnavar/preprocessing/mapped/4252DN/4252DN.sorted.bam	/t9k/mnt/WorkSpace/data/ngs/zhanlingmin/Rnadnavar/output/4252_rnadnavar/preprocessing/mapped/4252DT/4252DT.sorted.bam	/t9k/mnt/WorkSpace/data/ngs/zhanlingmin/Rnadnavar/output/4252_rnadnavar/preprocessing/mapped/4252RT/4252RT.bam	1
PRJNA298376_4255	WARN	/t9k/mnt/hdd/work/Vax/pipeline/rnadnavar/examples/seq2neo/runs/label_qc/cohort66_apply/cleaned_vcf/PRJNA298376_4255.bgz.vcf.gz	/t9k/mnt/WorkSpace/data/ngs/zhanlingmin/Rnadnavar/output/4255_rnadnavar/preprocessing/mapped/4255DN/4255DN.sorted.bam	/t9k/mnt/WorkSpace/data/ngs/zhanlingmin/Rnadnavar/output/4255_rnadnavar/preprocessing/mapped/4255DT/4255DT.sorted.bam	/t9k/mnt/WorkSpace/data/ngs/zhanlingmin/Rnadnavar/output/4255_rnadnavar/preprocessing/mapped/4255RT/4255RT.bam	1
PRJNA298376_4257	PASS	/t9k/mnt/hdd/work/Vax/pipeline/rnadnavar/examples/seq2neo/output_reconsensus/PRJNA298376_4257/rescue/PRJNA298376_4257DT_vs_PRJNA298376_4257DN_rescued_PRJNA298376_4257RT_realign_vs_PRJNA298376_4257DN/PRJNA298376_4257DT_vs_PRJNA298376_4257DN_rescued_PRJNA298376_4257RT_realign_vs_PRJNA298376_4257DN.filtered.vcf.stripped.vcf.gz	/t9k/mnt/WorkSpace/data/ngs/liuxin/seq2neo/output_1/PRJNA298376_4257/preprocessing/mapped/PRJNA298376_4257DN/PRJNA298376_4257DN.sorted.bam	/t9k/mnt/WorkSpace/data/ngs/liuxin/seq2neo/output_1/PRJNA298376_4257/preprocessing/mapped/PRJNA298376_4257DT/PRJNA298376_4257DT.sorted.bam	/t9k/mnt/WorkSpace/data/ngs/liuxin/seq2neo/output_1/PRJNA298376_4257/preprocessing/mapped/PRJNA298376_4257RT/PRJNA298376_4257RT.bam	4
PRJNA298376_4259	PASS	/t9k/mnt/hdd/work/Vax/pipeline/rnadnavar/examples/seq2neo/output_reconsensus/PRJNA298376_4259/rescue/PRJNA298376_4259DT_vs_PRJNA298376_4259DN_rescued_PRJNA298376_4259RT_realign_vs_PRJNA298376_4259DN/PRJNA298376_4259DT_vs_PRJNA298376_4259DN_rescued_PRJNA298376_4259RT_realign_vs_PRJNA298376_4259DN.filtered.vcf.stripped.vcf.gz	/t9k/mnt/WorkSpace/data/ngs/xuzhenyu/work/seq2neo/output/PRJNA298376_4259/preprocessing/mapped/PRJNA298376_4259DN/PRJNA298376_4259DN.sorted.bam	/t9k/mnt/WorkSpace/data/ngs/xuzhenyu/work/seq2neo/output/PRJNA298376_4259/preprocessing/mapped/PRJNA298376_4259DT/PRJNA298376_4259DT.sorted.bam	/t9k/mnt/WorkSpace/data/ngs/xuzhenyu/work/seq2neo/output/PRJNA298376_4259/preprocessing/mapped/PRJNA298376_4259RT/PRJNA298376_4259RT.bam	2
PRJNA298376_4262	PASS	/t9k/mnt/hdd/work/Vax/pipeline/rnadnavar/examples/seq2neo/output_reconsensus/PRJNA298376_4262/rescue/4262DT_vs_4262DN_rescued_4262RT_realign_vs_4262DN/4262DT_vs_4262DN_rescued_4262RT_realign_vs_4262DN.filtered.vcf.stripped.vcf.gz	/t9k/mnt/WorkSpace/data/ngs/zhanlingmin/Rnadnavar/output/4262_rnadnavar/preprocessing/mapped/4262DN/4262DN.sorted.bam	/t9k/mnt/WorkSpace/data/ngs/zhanlingmin/Rnadnavar/output/4262_rnadnavar/preprocessing/mapped/4262DT/4262DT.sorted.bam	/t9k/mnt/WorkSpace/data/ngs/zhanlingmin/Rnadnavar/output/4262_rnadnavar/preprocessing/mapped/4262RT/4262RT.bam	1
PRJNA298376_4263	PASS	/t9k/mnt/hdd/work/Vax/pipeline/rnadnavar/examples/seq2neo/output_reconsensus/PRJNA298376_4263/rescue/PRJNA298376_4263DT_vs_PRJNA298376_4263DN_rescued_PRJNA298376_4263RT_realign_vs_PRJNA298376_4263DN/PRJNA298376_4263DT_vs_PRJNA298376_4263DN_rescued_PRJNA298376_4263RT_realign_vs_PRJNA298376_4263DN.filtered.vcf.stripped.vcf.gz	/t9k/mnt/WorkSpace/data/ngs/xuzhenyu/work/seq2neo/output/PRJNA298376_4263/preprocessing/mapped/PRJNA298376_4263DN/PRJNA298376_4263DN.sorted.bam	/t9k/mnt/WorkSpace/data/ngs/xuzhenyu/work/seq2neo/output/PRJNA298376_4263/preprocessing/mapped/PRJNA298376_4263DT/PRJNA298376_4263DT.sorted.bam	/t9k/mnt/WorkSpace/data/ngs/xuzhenyu/work/seq2neo/output/PRJNA298376_4263/preprocessing/mapped/PRJNA298376_4263RT/PRJNA298376_4263RT.bam	2
PRJNA298376_4264	PASS	/t9k/mnt/hdd/work/Vax/pipeline/rnadnavar/examples/seq2neo/output_reconsensus/PRJNA298376_4264/rescue/PRJNA298376_4264DT_vs_PRJNA298376_4264DN_rescued_PRJNA298376_4264RT_realign_vs_PRJNA298376_4264DN/PRJNA298376_4264DT_vs_PRJNA298376_4264DN_rescued_PRJNA298376_4264RT_realign_vs_PRJNA298376_4264DN.filtered.vcf.stripped.vcf.gz	/t9k/mnt/WorkSpace/data/ngs/liuxin/seq2neo/output_1/PRJNA298376_4264/preprocessing/mapped/PRJNA298376_4264DN/PRJNA298376_4264DN.sorted.bam	/t9k/mnt/WorkSpace/data/ngs/liuxin/seq2neo/output_1/PRJNA298376_4264/preprocessing/mapped/PRJNA298376_4264DT/PRJNA298376_4264DT.sorted.bam	/t9k/mnt/WorkSpace/data/ngs/liuxin/seq2neo/output_1/PRJNA298376_4264/preprocessing/mapped/PRJNA298376_4264RT/PRJNA298376_4264RT.bam	3
PRJNA298376_4265	PASS	/t9k/mnt/hdd/work/Vax/pipeline/rnadnavar/examples/seq2neo/output_reconsensus/PRJNA298376_4265/rescue/PRJNA298376_4265DT_vs_PRJNA298376_4265DN_rescued_PRJNA298376_4265RT_realign_vs_PRJNA298376_4265DN/PRJNA298376_4265DT_vs_PRJNA298376_4265DN_rescued_PRJNA298376_4265RT_realign_vs_PRJNA298376_4265DN.filtered.vcf.stripped.vcf.gz	/t9k/mnt/WorkSpace/data/ngs/liuxin/seq2neo/output_1/PRJNA298376_4265/preprocessing/mapped/PRJNA298376_4265DN/PRJNA298376_4265DN.sorted.bam	/t9k/mnt/WorkSpace/data/ngs/liuxin/seq2neo/output_1/PRJNA298376_4265/preprocessing/mapped/PRJNA298376_4265DT/PRJNA298376_4265DT.sorted.bam	/t9k/mnt/WorkSpace/data/ngs/liuxin/seq2neo/output_1/PRJNA298376_4265/preprocessing/mapped/PRJNA298376_4265RT/PRJNA298376_4265RT.bam	4
PRJNA298376_4266	PASS	/t9k/mnt/hdd/work/Vax/pipeline/rnadnavar/examples/seq2neo/output_reconsensus/PRJNA298376_4266/rescue/PRJNA298376_4266DT_vs_PRJNA298376_4266DN_rescued_PRJNA298376_4266RT_realign_vs_PRJNA298376_4266DN/PRJNA298376_4266DT_vs_PRJNA298376_4266DN_rescued_PRJNA298376_4266RT_realign_vs_PRJNA298376_4266DN.filtered.vcf.stripped.vcf.gz	/t9k/mnt/WorkSpace/data/ngs/xuzhenyu/work/seq2neo/output/PRJNA298376_4266/preprocessing/mapped/PRJNA298376_4266DN/PRJNA298376_4266DN.sorted.bam	/t9k/mnt/WorkSpace/data/ngs/xuzhenyu/work/seq2neo/output/PRJNA298376_4266/preprocessing/mapped/PRJNA298376_4266DT/PRJNA298376_4266DT.sorted.bam	/t9k/mnt/WorkSpace/data/ngs/xuzhenyu/work/seq2neo/output/PRJNA298376_4266/preprocessing/mapped/PRJNA298376_4266RT/PRJNA298376_4266RT.bam	2
PRJNA298376_4268	PASS	/t9k/mnt/hdd/work/Vax/pipeline/rnadnavar/examples/seq2neo/output_reconsensus/PRJNA298376_4268/rescue/4268DT_vs_4268DN_rescued_4268RT_realign_vs_4268DN/4268DT_vs_4268DN_rescued_4268RT_realign_vs_4268DN.filtered.vcf.stripped.vcf.gz	/t9k/mnt/WorkSpace/data/ngs/zhanlingmin/Rnadnavar/output/4268_rnadnavar/preprocessing/mapped/4268DN/4268DN.sorted.bam	/t9k/mnt/WorkSpace/data/ngs/zhanlingmin/Rnadnavar/output/4268_rnadnavar/preprocessing/mapped/4268DT/4268DT.sorted.bam	/t9k/mnt/WorkSpace/data/ngs/zhanlingmin/Rnadnavar/output/4268_rnadnavar/preprocessing/mapped/4268RT/4268RT.bam	1
PRJNA298376_4270	PASS	/t9k/mnt/hdd/work/Vax/pipeline/rnadnavar/examples/seq2neo/output_reconsensus/PRJNA298376_4270/rescue/PRJNA298376_4270DT_vs_PRJNA298376_4270DN_rescued_PRJNA298376_4270RT_realign_vs_PRJNA298376_4270DN/PRJNA298376_4270DT_vs_PRJNA298376_4270DN_rescued_PRJNA298376_4270RT_realign_vs_PRJNA298376_4270DN.filtered.vcf.stripped.vcf.gz	/t9k/mnt/WorkSpace/data/ngs/liuxin/seq2neo/output_1/PRJNA298376_4270/preprocessing/mapped/PRJNA298376_4270DN/PRJNA298376_4270DN.sorted.bam	/t9k/mnt/WorkSpace/data/ngs/liuxin/seq2neo/output_1/PRJNA298376_4270/preprocessing/mapped/PRJNA298376_4270DT/PRJNA298376_4270DT.sorted.bam	/t9k/mnt/WorkSpace/data/ngs/liuxin/seq2neo/output_1/PRJNA298376_4270/preprocessing/mapped/PRJNA298376_4270RT/PRJNA298376_4270RT.bam	4
PRJNA298376_4271	PASS	/t9k/mnt/hdd/work/Vax/pipeline/rnadnavar/examples/seq2neo/output_reconsensus/PRJNA298376_4271/rescue/4271DT_vs_4271DN_rescued_4271RT_realign_vs_4271DN/4271DT_vs_4271DN_rescued_4271RT_realign_vs_4271DN.filtered.vcf.stripped.vcf.gz	/t9k/mnt/WorkSpace/data/ngs/zhanlingmin/Rnadnavar/output/4271_rnadnavar/preprocessing/mapped/4271DN/4271DN.sorted.bam	/t9k/mnt/WorkSpace/data/ngs/zhanlingmin/Rnadnavar/output/4271_rnadnavar/preprocessing/mapped/4271DT/4271DT.sorted.bam	/t9k/mnt/WorkSpace/data/ngs/zhanlingmin/Rnadnavar/output/4271_rnadnavar/preprocessing/mapped/4271RT/4271RT.bam	1
PRJNA298376_4272	PASS	/t9k/mnt/hdd/work/Vax/pipeline/rnadnavar/examples/seq2neo/output_reconsensus/PRJNA298376_4272/rescue/PRJNA298376_4272DT_vs_PRJNA298376_4272DN_rescued_PRJNA298376_4272RT_realign_vs_PRJNA298376_4272DN/PRJNA298376_4272DT_vs_PRJNA298376_4272DN_rescued_PRJNA298376_4272RT_realign_vs_PRJNA298376_4272DN.filtered.vcf.stripped.vcf.gz	/t9k/mnt/WorkSpace/data/ngs/liuxin/seq2neo/output_1/PRJNA298376_4272/preprocessing/mapped/PRJNA298376_4272DN/PRJNA298376_4272DN.sorted.bam	/t9k/mnt/WorkSpace/data/ngs/liuxin/seq2neo/output_1/PRJNA298376_4272/preprocessing/mapped/PRJNA298376_4272DT/PRJNA298376_4272DT.sorted.bam	/t9k/mnt/WorkSpace/data/ngs/liuxin/seq2neo/output_1/PRJNA298376_4272/preprocessing/mapped/PRJNA298376_4272RT/PRJNA298376_4272RT.bam	3
PRJNA298376_4273	PASS	/t9k/mnt/hdd/work/Vax/pipeline/rnadnavar/examples/seq2neo/output_reconsensus/PRJNA298376_4273/rescue/PRJNA298376_4273DT_vs_PRJNA298376_4273DN_rescued_PRJNA298376_4273RT_realign_vs_PRJNA298376_4273DN/PRJNA298376_4273DT_vs_PRJNA298376_4273DN_rescued_PRJNA298376_4273RT_realign_vs_PRJNA298376_4273DN.filtered.vcf.stripped.vcf.gz	/t9k/mnt/WorkSpace/data/ngs/liuxin/seq2neo/output_1/PRJNA298376_4273/preprocessing/mapped/PRJNA298376_4273DN/PRJNA298376_4273DN.sorted.bam	/t9k/mnt/WorkSpace/data/ngs/liuxin/seq2neo/output_1/PRJNA298376_4273/preprocessing/mapped/PRJNA298376_4273DT/PRJNA298376_4273DT.sorted.bam	/t9k/mnt/WorkSpace/data/ngs/liuxin/seq2neo/output_1/PRJNA298376_4273/preprocessing/mapped/PRJNA298376_4273RT/PRJNA298376_4273RT.bam	4
